type,x,y,z,yaw,scale
Cortinarius,-1.7527,-0.2281,22.0519,0.00,0.1289
Cortinarius,-1.8662,-0.2281,22.1193,0.00,0.1289
Cortinarius,-1.8463,-0.2281,22.1554,0.00,0.1289
Cortinarius,-1.8811,-0.2281,22.1511,0.00,0.1289
Cortinarius,-1.8662,-0.2281,22.1193,0.00,0.1289
Cortinarius,-1.8463,-0.2281,22.1554,0.00,0.1289
Cortinarius,-1.8811,-0.2281,22.1511,0.00,0.1289
Cortinarius,-1.8897,-0.2281,21.9928,0.00,0.1289
Cortinarius,-1.8697,-0.2281,22.0289,0.00,0.1289
Cortinarius,-1.9045,-0.2281,22.0246,0.00,0.1289
Cortinarius,-1.8645,-0.2281,21.8551,0.00,0.1289
Cortinarius,-1.8445,-0.2281,21.8912,0.00,0.1289
Cortinarius,-1.8793,-0.2281,21.8869,0.00,0.1289
Cortinarius,-1.8799,-0.2281,21.7654,0.00,0.1289
Cortinarius,-1.8452,-0.2281,21.7697,0.00,0.1289
Cortinarius,-1.8651,-0.2281,21.7335,0.00,0.1289
Cortinarius,-1.2701,-0.2281,22.1193,0.00,0.1289
Cortinarius,-1.2502,-0.2281,22.1554,0.00,0.1289
Cortinarius,-1.2849,-0.2281,22.1511,0.00,0.1289
Cortinarius,-1.2701,-0.2281,22.1193,0.00,0.1289
Cortinarius,-1.2502,-0.2281,22.1554,0.00,0.1289
Cortinarius,-1.2849,-0.2281,22.1511,0.00,0.1289
Cortinarius,-1.2935,-0.2281,21.9928,0.00,0.1289
Cortinarius,-1.2736,-0.2281,22.0289,0.00,0.1289
Cortinarius,-1.3083,-0.2281,22.0246,0.00,0.1289
Cortinarius,-1.2683,-0.2281,21.8551,0.00,0.1289
Cortinarius,-1.2484,-0.2281,21.8912,0.00,0.1289
Cortinarius,-1.2832,-0.2281,21.8869,0.00,0.1289
Cortinarius,-1.2838,-0.2281,21.7654,0.00,0.1289
Cortinarius,-1.2490,-0.2281,21.7697,0.00,0.1289
Cortinarius,-1.2690,-0.2281,21.7335,0.00,0.1289
Cortinarius,-0.1251,-0.2281,22.1208,0.00,0.1289
Cortinarius,-0.1399,-0.2281,22.1526,0.00,0.1289
Cortinarius,-0.1051,-0.2281,22.1569,0.00,0.1289
Cortinarius,-0.2903,-0.2281,21.7419,0.00,0.1289
Cortinarius,-0.2555,-0.2281,21.7462,0.00,0.1289
Cortinarius,-0.2754,-0.2281,21.7101,0.00,0.1289
Cortinarius,-0.2903,-0.2281,21.7419,0.00,0.1289
Cortinarius,-0.2555,-0.2281,21.7462,0.00,0.1289
Cortinarius,-0.2754,-0.2281,21.7101,0.00,0.1289
Cortinarius,-0.0040,-0.2281,21.8001,0.00,0.1289
Cortinarius,0.0308,-0.2281,21.8044,0.00,0.1289
Cortinarius,0.0108,-0.2281,21.7683,0.00,0.1289
Cortinarius,-0.0954,-0.2281,21.8006,0.00,0.1289
Cortinarius,-0.0606,-0.2281,21.8048,0.00,0.1289
Cortinarius,-0.0805,-0.2281,21.7687,0.00,0.1289
Cortinarius,-0.1205,-0.2281,21.9383,0.00,0.1289
Cortinarius,-0.0858,-0.2281,21.9426,0.00,0.1289
Cortinarius,-0.1057,-0.2281,21.9064,0.00,0.1289
Cortinarius,-0.0971,-0.2281,22.0648,0.00,0.1289
Cortinarius,-0.0624,-0.2281,22.0691,0.00,0.1289
Cortinarius,-0.0823,-0.2281,22.0329,0.00,0.1289
Cortinarius,-0.0971,-0.2281,22.0648,0.00,0.1289
Cortinarius,-0.0624,-0.2281,22.0691,0.00,0.1289
Cortinarius,-0.0823,-0.2281,22.0329,0.00,0.1289
Cortinarius,-0.0954,-0.2281,21.8006,0.00,0.1289
Cortinarius,-0.0606,-0.2281,21.8048,0.00,0.1289
Cortinarius,-0.0805,-0.2281,21.7687,0.00,0.1289
Cortinarius,-0.1205,-0.2281,21.9383,0.00,0.1289
Cortinarius,-0.0858,-0.2281,21.9426,0.00,0.1289
Cortinarius,-0.1057,-0.2281,21.9064,0.00,0.1289
Cortinarius,-0.0971,-0.2281,22.0648,0.00,0.1289
Cortinarius,-0.0624,-0.2281,22.0691,0.00,0.1289
Cortinarius,-0.0823,-0.2281,22.0329,0.00,0.1289
Cortinarius,-0.0971,-0.2281,22.0648,0.00,0.1289
Cortinarius,-0.0624,-0.2281,22.0691,0.00,0.1289
Cortinarius,-0.0823,-0.2281,22.0329,0.00,0.1289
Cortinarius,-0.0263,-0.2281,21.7339,0.00,0.1289
Cortinarius,0.0085,-0.2281,21.7382,0.00,0.1289
Cortinarius,-0.0115,-0.2281,21.7020,0.00,0.1289
Cortinarius,-0.0515,-0.2281,21.8716,0.00,0.1289
Cortinarius,-0.0167,-0.2281,21.8759,0.00,0.1289
Cortinarius,-0.0367,-0.2281,21.8398,0.00,0.1289
Cortinarius,-0.0281,-0.2281,21.9981,0.00,0.1289
Cortinarius,0.0067,-0.2281,22.0024,0.00,0.1289
Cortinarius,-0.0132,-0.2281,21.9662,0.00,0.1289
Cortinarius,-0.0281,-0.2281,21.9981,0.00,0.1289
Cortinarius,0.0067,-0.2281,22.0024,0.00,0.1289
Cortinarius,-0.0132,-0.2281,21.9662,0.00,0.1289
Cortinarius,0.0831,-0.2281,21.9150,0.00,0.1289
Cortinarius,0.1179,-0.2281,21.9193,0.00,0.1289
Cortinarius,0.0980,-0.2281,21.8831,0.00,0.1289
Cortinarius,0.0580,-0.2281,22.0527,0.00,0.1289
Cortinarius,0.0927,-0.2281,22.0570,0.00,0.1289
Cortinarius,0.0728,-0.2281,22.0208,0.00,0.1289
Cortinarius,0.0814,-0.2281,22.1792,0.00,0.1289
Cortinarius,0.1161,-0.2281,22.1835,0.00,0.1289
Cortinarius,0.0962,-0.2281,22.1473,0.00,0.1289
Cortinarius,0.0814,-0.2281,22.1792,0.00,0.1289
Cortinarius,0.1161,-0.2281,22.1835,0.00,0.1289
Cortinarius,0.0962,-0.2281,22.1473,0.00,0.1289
Cortinarius,-0.2057,-0.2281,21.9150,0.00,0.1289
Cortinarius,-0.1709,-0.2281,21.9193,0.00,0.1289
Cortinarius,-0.1908,-0.2281,21.8831,0.00,0.1289
Cortinarius,-0.2308,-0.2281,22.0527,0.00,0.1289
Cortinarius,-0.1961,-0.2281,22.0570,0.00,0.1289
Cortinarius,-0.2160,-0.2281,22.0208,0.00,0.1289
Cortinarius,-0.2074,-0.2281,22.1792,0.00,0.1289
Cortinarius,-0.1727,-0.2281,22.1835,0.00,0.1289
Cortinarius,-0.1926,-0.2281,22.1473,0.00,0.1289
Cortinarius,-0.2074,-0.2281,22.1792,0.00,0.1289
Cortinarius,-0.1727,-0.2281,22.1835,0.00,0.1289
Cortinarius,-0.1926,-0.2281,22.1473,0.00,0.1289
Cortinarius,-0.2856,-0.2281,21.8195,0.00,0.1289
Cortinarius,-0.2508,-0.2281,21.8238,0.00,0.1289
Cortinarius,-0.2707,-0.2281,21.7877,0.00,0.1289
Cortinarius,-0.3107,-0.2281,21.9573,0.00,0.1289
Cortinarius,-0.2760,-0.2281,21.9615,0.00,0.1289
Cortinarius,-0.2959,-0.2281,21.9254,0.00,0.1289
Cortinarius,-0.2873,-0.2281,22.0838,0.00,0.1289
Cortinarius,-0.2526,-0.2281,22.0880,0.00,0.1289
Cortinarius,-0.2725,-0.2281,22.0519,0.00,0.1289
Cortinarius,-0.2873,-0.2281,22.0838,0.00,0.1289
Cortinarius,-0.2526,-0.2281,22.0880,0.00,0.1289
Cortinarius,-0.2725,-0.2281,22.0519,0.00,0.1289
Cortinarius,-0.3833,-0.2281,21.8195,0.00,0.1289
Cortinarius,-0.3485,-0.2281,21.8238,0.00,0.1289
Cortinarius,-0.3685,-0.2281,21.7877,0.00,0.1289
Cortinarius,-0.4085,-0.2281,21.9573,0.00,0.1289
Cortinarius,-0.3737,-0.2281,21.9615,0.00,0.1289
Cortinarius,-0.3936,-0.2281,21.9254,0.00,0.1289
Cortinarius,-0.3851,-0.2281,22.0838,0.00,0.1289
Cortinarius,-0.3503,-0.2281,22.0880,0.00,0.1289
Cortinarius,-0.3702,-0.2281,22.0519,0.00,0.1289
Cortinarius,-0.3851,-0.2281,22.0838,0.00,0.1289
Cortinarius,-0.3503,-0.2281,22.0880,0.00,0.1289
Cortinarius,-0.3702,-0.2281,22.0519,0.00,0.1289
Cortinarius,-0.4838,-0.2281,22.1193,0.00,0.1289
Cortinarius,-0.4638,-0.2281,22.1554,0.00,0.1289
Cortinarius,-0.4986,-0.2281,22.1511,0.00,0.1289
Cortinarius,-0.4838,-0.2281,22.1193,0.00,0.1289
Cortinarius,-0.4638,-0.2281,22.1554,0.00,0.1289
Cortinarius,-0.4986,-0.2281,22.1511,0.00,0.1289
Cortinarius,-0.5072,-0.2281,21.9928,0.00,0.1289
Cortinarius,-0.4872,-0.2281,22.0289,0.00,0.1289
Cortinarius,-0.5220,-0.2281,22.0246,0.00,0.1289
Cortinarius,-0.4820,-0.2281,21.8551,0.00,0.1289
Cortinarius,-0.4621,-0.2281,21.8912,0.00,0.1289
Cortinarius,-0.4968,-0.2281,21.8869,0.00,0.1289
Cortinarius,-0.4975,-0.2281,21.7654,0.00,0.1289
Cortinarius,-0.4627,-0.2281,21.7697,0.00,0.1289
Cortinarius,-0.4826,-0.2281,21.7335,0.00,0.1289
Cortinarius,0.1124,-0.2281,22.1193,0.00,0.1289
Cortinarius,0.1323,-0.2281,22.1554,0.00,0.1289
Cortinarius,0.0976,-0.2281,22.1511,0.00,0.1289
Cortinarius,0.1124,-0.2281,22.1193,0.00,0.1289
Cortinarius,0.1323,-0.2281,22.1554,0.00,0.1289
Cortinarius,0.0976,-0.2281,22.1511,0.00,0.1289
Cortinarius,0.0890,-0.2281,21.9928,0.00,0.1289
Cortinarius,0.1089,-0.2281,22.0289,0.00,0.1289
Cortinarius,0.0742,-0.2281,22.0246,0.00,0.1289
Cortinarius,0.1142,-0.2281,21.8551,0.00,0.1289
Cortinarius,0.1341,-0.2281,21.8912,0.00,0.1289
Cortinarius,0.0993,-0.2281,21.8869,0.00,0.1289
Cortinarius,0.0987,-0.2281,21.7654,0.00,0.1289
Cortinarius,0.1335,-0.2281,21.7697,0.00,0.1289
Cortinarius,0.1135,-0.2281,21.7335,0.00,0.1289
Cortinarius,-4.1443,-0.2281,0.1294,0.00,0.1289
Cortinarius,-4.1591,-0.2281,0.1612,0.00,0.1289
Cortinarius,-4.1244,-0.2281,0.1655,0.00,0.1289
Cortinarius,-4.3095,-0.2281,-0.2495,0.00,0.1289
Cortinarius,-4.2748,-0.2281,-0.2452,0.00,0.1289
Cortinarius,-4.2947,-0.2281,-0.2814,0.00,0.1289
Cortinarius,-4.3095,-0.2281,-0.2495,0.00,0.1289
Cortinarius,-4.2748,-0.2281,-0.2452,0.00,0.1289
Cortinarius,-4.2947,-0.2281,-0.2814,0.00,0.1289
Cortinarius,-4.0232,-0.2281,-0.1913,0.00,0.1289
Cortinarius,-3.9885,-0.2281,-0.1870,0.00,0.1289
Cortinarius,-4.0084,-0.2281,-0.2232,0.00,0.1289
Cortinarius,-4.1146,-0.2281,-0.1909,0.00,0.1289
Cortinarius,-4.0798,-0.2281,-0.1866,0.00,0.1289
Cortinarius,-4.0998,-0.2281,-0.2227,0.00,0.1289
Cortinarius,-4.1398,-0.2281,-0.0531,0.00,0.1289
Cortinarius,-4.1050,-0.2281,-0.0489,0.00,0.1289
Cortinarius,-4.1249,-0.2281,-0.0850,0.00,0.1289
Cortinarius,-4.1164,-0.2281,0.0734,0.00,0.1289
Cortinarius,-4.0816,-0.2281,0.0776,0.00,0.1289
Cortinarius,-4.1015,-0.2281,0.0415,0.00,0.1289
Cortinarius,-4.1164,-0.2281,0.0734,0.00,0.1289
Cortinarius,-4.0816,-0.2281,0.0776,0.00,0.1289
Cortinarius,-4.1015,-0.2281,0.0415,0.00,0.1289
Cortinarius,-4.1146,-0.2281,-0.1909,0.00,0.1289
Cortinarius,-4.0798,-0.2281,-0.1866,0.00,0.1289
Cortinarius,-4.0998,-0.2281,-0.2227,0.00,0.1289
Cortinarius,-4.1398,-0.2281,-0.0531,0.00,0.1289
Cortinarius,-4.1050,-0.2281,-0.0489,0.00,0.1289
Cortinarius,-4.1249,-0.2281,-0.0850,0.00,0.1289
Cortinarius,-4.1164,-0.2281,0.0734,0.00,0.1289
Cortinarius,-4.0816,-0.2281,0.0776,0.00,0.1289
Cortinarius,-4.1015,-0.2281,0.0415,0.00,0.1289
Cortinarius,-4.1164,-0.2281,0.0734,0.00,0.1289
Cortinarius,-4.0816,-0.2281,0.0776,0.00,0.1289
Cortinarius,-4.1015,-0.2281,0.0415,0.00,0.1289
Cortinarius,-4.0455,-0.2281,-0.2575,0.00,0.1289
Cortinarius,-4.0108,-0.2281,-0.2533,0.00,0.1289
Cortinarius,-4.0307,-0.2281,-0.2894,0.00,0.1289
Cortinarius,-4.0707,-0.2281,-0.1198,0.00,0.1289
Cortinarius,-4.0360,-0.2281,-0.1155,0.00,0.1289
Cortinarius,-4.0559,-0.2281,-0.1517,0.00,0.1289
Cortinarius,-4.0473,-0.2281,0.0067,0.00,0.1289
Cortinarius,-4.0126,-0.2281,0.0110,0.00,0.1289
Cortinarius,-4.0325,-0.2281,-0.0252,0.00,0.1289
Cortinarius,-4.0473,-0.2281,0.0067,0.00,0.1289
Cortinarius,-4.0126,-0.2281,0.0110,0.00,0.1289
Cortinarius,-4.0325,-0.2281,-0.0252,0.00,0.1289
Cortinarius,-3.9361,-0.2281,-0.0764,0.00,0.1289
Cortinarius,-3.9013,-0.2281,-0.0722,0.00,0.1289
Cortinarius,-3.9213,-0.2281,-0.1083,0.00,0.1289
Cortinarius,-3.9613,-0.2281,0.0613,0.00,0.1289
Cortinarius,-3.9265,-0.2281,0.0656,0.00,0.1289
Cortinarius,-3.9464,-0.2281,0.0294,0.00,0.1289
Cortinarius,-3.9379,-0.2281,0.1878,0.00,0.1289
Cortinarius,-3.9031,-0.2281,0.1921,0.00,0.1289
Cortinarius,-3.9230,-0.2281,0.1559,0.00,0.1289
Cortinarius,-3.9379,-0.2281,0.1878,0.00,0.1289
Cortinarius,-3.9031,-0.2281,0.1921,0.00,0.1289
Cortinarius,-3.9230,-0.2281,0.1559,0.00,0.1289
Cortinarius,-4.2249,-0.2281,-0.0764,0.00,0.1289
Cortinarius,-4.1901,-0.2281,-0.0722,0.00,0.1289
Cortinarius,-4.2101,-0.2281,-0.1083,0.00,0.1289
Cortinarius,-4.2501,-0.2281,0.0613,0.00,0.1289
Cortinarius,-4.2153,-0.2281,0.0656,0.00,0.1289
Cortinarius,-4.2353,-0.2281,0.0294,0.00,0.1289
Cortinarius,-4.2267,-0.2281,0.1878,0.00,0.1289
Cortinarius,-4.1919,-0.2281,0.1921,0.00,0.1289
Cortinarius,-4.2118,-0.2281,0.1559,0.00,0.1289
Cortinarius,-4.2267,-0.2281,0.1878,0.00,0.1289
Cortinarius,-4.1919,-0.2281,0.1921,0.00,0.1289
Cortinarius,-4.2118,-0.2281,0.1559,0.00,0.1289
Cortinarius,-4.3048,-0.2281,-0.1719,0.00,0.1289
Cortinarius,-4.2700,-0.2281,-0.1676,0.00,0.1289
Cortinarius,-4.2900,-0.2281,-0.2037,0.00,0.1289
Cortinarius,-4.3300,-0.2281,-0.0342,0.00,0.1289
Cortinarius,-4.2952,-0.2281,-0.0299,0.00,0.1289
Cortinarius,-4.3152,-0.2281,-0.0660,0.00,0.1289
Cortinarius,-4.3066,-0.2281,0.0923,0.00,0.1289
Cortinarius,-4.2718,-0.2281,0.0966,0.00,0.1289
Cortinarius,-4.2917,-0.2281,0.0605,0.00,0.1289
Cortinarius,-4.3066,-0.2281,0.0923,0.00,0.1289
Cortinarius,-4.2718,-0.2281,0.0966,0.00,0.1289
Cortinarius,-4.2917,-0.2281,0.0605,0.00,0.1289
Cortinarius,-4.4025,-0.2281,-0.1719,0.00,0.1289
Cortinarius,-4.3678,-0.2281,-0.1676,0.00,0.1289
Cortinarius,-4.3877,-0.2281,-0.2037,0.00,0.1289
Cortinarius,-4.4277,-0.2281,-0.0342,0.00,0.1289
Cortinarius,-4.3930,-0.2281,-0.0299,0.00,0.1289
Cortinarius,-4.4129,-0.2281,-0.0660,0.00,0.1289
Cortinarius,-4.4043,-0.2281,0.0923,0.00,0.1289
Cortinarius,-4.3695,-0.2281,0.0966,0.00,0.1289
Cortinarius,-4.3895,-0.2281,0.0605,0.00,0.1289
Cortinarius,-4.4043,-0.2281,0.0923,0.00,0.1289
Cortinarius,-4.3695,-0.2281,0.0966,0.00,0.1289
Cortinarius,-4.3895,-0.2281,0.0605,0.00,0.1289
Cortinarius,-4.5030,-0.2281,0.1278,0.00,0.1289
Cortinarius,-4.4831,-0.2281,0.1640,0.00,0.1289
Cortinarius,-4.5178,-0.2281,0.1597,0.00,0.1289
Cortinarius,-4.5030,-0.2281,0.1278,0.00,0.1289
Cortinarius,-4.4831,-0.2281,0.1640,0.00,0.1289
Cortinarius,-4.5178,-0.2281,0.1597,0.00,0.1289
Cortinarius,-4.5264,-0.2281,0.0014,0.00,0.1289
Cortinarius,-4.5065,-0.2281,0.0375,0.00,0.1289
Cortinarius,-4.5412,-0.2281,0.0332,0.00,0.1289
Cortinarius,-4.5012,-0.2281,-0.1364,0.00,0.1289
Cortinarius,-4.4813,-0.2281,-0.1002,0.00,0.1289
Cortinarius,-4.5161,-0.2281,-0.1045,0.00,0.1289
Cortinarius,-4.5167,-0.2281,-0.2260,0.00,0.1289
Cortinarius,-4.4819,-0.2281,-0.2218,0.00,0.1289
Cortinarius,-4.5019,-0.2281,-0.2579,0.00,0.1289
Cortinarius,-3.9068,-0.2281,0.1278,0.00,0.1289
Cortinarius,-3.8869,-0.2281,0.1640,0.00,0.1289
Cortinarius,-3.9217,-0.2281,0.1597,0.00,0.1289
Cortinarius,-3.9068,-0.2281,0.1278,0.00,0.1289
Cortinarius,-3.8869,-0.2281,0.1640,0.00,0.1289
Cortinarius,-3.9217,-0.2281,0.1597,0.00,0.1289
Cortinarius,-3.9303,-0.2281,0.0014,0.00,0.1289
Cortinarius,-3.9103,-0.2281,0.0375,0.00,0.1289
Cortinarius,-3.9451,-0.2281,0.0332,0.00,0.1289
Cortinarius,-3.9051,-0.2281,-0.1364,0.00,0.1289
Cortinarius,-3.8851,-0.2281,-0.1002,0.00,0.1289
Cortinarius,-3.9199,-0.2281,-0.1045,0.00,0.1289
Cortinarius,-3.9205,-0.2281,-0.2260,0.00,0.1289
Cortinarius,-3.8858,-0.2281,-0.2218,0.00,0.1289
Cortinarius,-3.9057,-0.2281,-0.2579,0.00,0.1289
Cortinarius,-2.8139,-0.2281,0.1294,0.00,0.1289
Cortinarius,-2.8288,-0.2281,0.1612,0.00,0.1289
Cortinarius,-2.7940,-0.2281,0.1655,0.00,0.1289
Cortinarius,-2.9791,-0.2281,-0.2495,0.00,0.1289
Cortinarius,-2.9444,-0.2281,-0.2452,0.00,0.1289
Cortinarius,-2.9643,-0.2281,-0.2814,0.00,0.1289
Cortinarius,-2.9791,-0.2281,-0.2495,0.00,0.1289
Cortinarius,-2.9444,-0.2281,-0.2452,0.00,0.1289
Cortinarius,-2.9643,-0.2281,-0.2814,0.00,0.1289
Cortinarius,-2.6929,-0.2281,-0.1913,0.00,0.1289
Cortinarius,-2.6581,-0.2281,-0.1870,0.00,0.1289
Cortinarius,-2.6780,-0.2281,-0.2232,0.00,0.1289
Cortinarius,-2.7842,-0.2281,-0.1909,0.00,0.1289
Cortinarius,-2.7495,-0.2281,-0.1866,0.00,0.1289
Cortinarius,-2.7694,-0.2281,-0.2227,0.00,0.1289
Cortinarius,-2.8094,-0.2281,-0.0531,0.00,0.1289
Cortinarius,-2.7746,-0.2281,-0.0489,0.00,0.1289
Cortinarius,-2.7946,-0.2281,-0.0850,0.00,0.1289
Cortinarius,-2.7860,-0.2281,0.0734,0.00,0.1289
Cortinarius,-2.7512,-0.2281,0.0776,0.00,0.1289
Cortinarius,-2.7711,-0.2281,0.0415,0.00,0.1289
Cortinarius,-2.7860,-0.2281,0.0734,0.00,0.1289
Cortinarius,-2.7512,-0.2281,0.0776,0.00,0.1289
Cortinarius,-2.7711,-0.2281,0.0415,0.00,0.1289
Cortinarius,-2.7842,-0.2281,-0.1909,0.00,0.1289
Cortinarius,-2.7495,-0.2281,-0.1866,0.00,0.1289
Cortinarius,-2.7694,-0.2281,-0.2227,0.00,0.1289
Cortinarius,-2.8094,-0.2281,-0.0531,0.00,0.1289
Cortinarius,-2.7746,-0.2281,-0.0489,0.00,0.1289
Cortinarius,-2.7946,-0.2281,-0.0850,0.00,0.1289
Cortinarius,-2.7860,-0.2281,0.0734,0.00,0.1289
Cortinarius,-2.7512,-0.2281,0.0776,0.00,0.1289
Cortinarius,-2.7711,-0.2281,0.0415,0.00,0.1289
Cortinarius,-2.7860,-0.2281,0.0734,0.00,0.1289
Cortinarius,-2.7512,-0.2281,0.0776,0.00,0.1289
Cortinarius,-2.7711,-0.2281,0.0415,0.00,0.1289
Cortinarius,-2.7152,-0.2281,-0.2575,0.00,0.1289
Cortinarius,-2.6804,-0.2281,-0.2533,0.00,0.1289
Cortinarius,-2.7003,-0.2281,-0.2894,0.00,0.1289
Cortinarius,-2.7404,-0.2281,-0.1198,0.00,0.1289
Cortinarius,-2.7056,-0.2281,-0.1155,0.00,0.1289
Cortinarius,-2.7255,-0.2281,-0.1517,0.00,0.1289
Cortinarius,-2.7169,-0.2281,0.0067,0.00,0.1289
Cortinarius,-2.6822,-0.2281,0.0110,0.00,0.1289
Cortinarius,-2.7021,-0.2281,-0.0252,0.00,0.1289
Cortinarius,-2.7169,-0.2281,0.0067,0.00,0.1289
Cortinarius,-2.6822,-0.2281,0.0110,0.00,0.1289
Cortinarius,-2.7021,-0.2281,-0.0252,0.00,0.1289
Cortinarius,-2.6057,-0.2281,-0.0764,0.00,0.1289
Cortinarius,-2.5710,-0.2281,-0.0722,0.00,0.1289
Cortinarius,-2.5909,-0.2281,-0.1083,0.00,0.1289
Cortinarius,-2.6309,-0.2281,0.0613,0.00,0.1289
Cortinarius,-2.5961,-0.2281,0.0656,0.00,0.1289
Cortinarius,-2.6161,-0.2281,0.0294,0.00,0.1289
Cortinarius,-2.6075,-0.2281,0.1878,0.00,0.1289
Cortinarius,-2.5727,-0.2281,0.1921,0.00,0.1289
Cortinarius,-2.5926,-0.2281,0.1559,0.00,0.1289
Cortinarius,-2.6075,-0.2281,0.1878,0.00,0.1289
Cortinarius,-2.5727,-0.2281,0.1921,0.00,0.1289
Cortinarius,-2.5926,-0.2281,0.1559,0.00,0.1289
Cortinarius,-2.8945,-0.2281,-0.0764,0.00,0.1289
Cortinarius,-2.8598,-0.2281,-0.0722,0.00,0.1289
Cortinarius,-2.8797,-0.2281,-0.1083,0.00,0.1289
Cortinarius,-2.9197,-0.2281,0.0613,0.00,0.1289
Cortinarius,-2.8849,-0.2281,0.0656,0.00,0.1289
Cortinarius,-2.9049,-0.2281,0.0294,0.00,0.1289
Cortinarius,-2.8963,-0.2281,0.1878,0.00,0.1289
Cortinarius,-2.8615,-0.2281,0.1921,0.00,0.1289
Cortinarius,-2.8815,-0.2281,0.1559,0.00,0.1289
Cortinarius,-2.8963,-0.2281,0.1878,0.00,0.1289
Cortinarius,-2.8615,-0.2281,0.1921,0.00,0.1289
Cortinarius,-2.8815,-0.2281,0.1559,0.00,0.1289
Cortinarius,-2.9744,-0.2281,-0.1719,0.00,0.1289
Cortinarius,-2.9397,-0.2281,-0.1676,0.00,0.1289
Cortinarius,-2.9596,-0.2281,-0.2037,0.00,0.1289
Cortinarius,-2.9996,-0.2281,-0.0342,0.00,0.1289
Cortinarius,-2.9648,-0.2281,-0.0299,0.00,0.1289
Cortinarius,-2.9848,-0.2281,-0.0660,0.00,0.1289
Cortinarius,-2.9762,-0.2281,0.0923,0.00,0.1289
Cortinarius,-2.9414,-0.2281,0.0966,0.00,0.1289
Cortinarius,-2.9614,-0.2281,0.0605,0.00,0.1289
Cortinarius,-2.9762,-0.2281,0.0923,0.00,0.1289
Cortinarius,-2.9414,-0.2281,0.0966,0.00,0.1289
Cortinarius,-2.9614,-0.2281,0.0605,0.00,0.1289
Cortinarius,-3.0722,-0.2281,-0.1719,0.00,0.1289
Cortinarius,-3.0374,-0.2281,-0.1676,0.00,0.1289
Cortinarius,-3.0573,-0.2281,-0.2037,0.00,0.1289
Cortinarius,-3.0973,-0.2281,-0.0342,0.00,0.1289
Cortinarius,-3.0626,-0.2281,-0.0299,0.00,0.1289
Cortinarius,-3.0825,-0.2281,-0.0660,0.00,0.1289
Cortinarius,-3.0739,-0.2281,0.0923,0.00,0.1289
Cortinarius,-3.0392,-0.2281,0.0966,0.00,0.1289
Cortinarius,-3.0591,-0.2281,0.0605,0.00,0.1289
Cortinarius,-3.0739,-0.2281,0.0923,0.00,0.1289
Cortinarius,-3.0392,-0.2281,0.0966,0.00,0.1289
Cortinarius,-3.0591,-0.2281,0.0605,0.00,0.1289
Cortinarius,-3.1726,-0.2281,0.1278,0.00,0.1289
Cortinarius,-3.1527,-0.2281,0.1640,0.00,0.1289
Cortinarius,-3.1874,-0.2281,0.1597,0.00,0.1289
Cortinarius,-3.1726,-0.2281,0.1278,0.00,0.1289
Cortinarius,-3.1527,-0.2281,0.1640,0.00,0.1289
Cortinarius,-3.1874,-0.2281,0.1597,0.00,0.1289
Cortinarius,-3.1960,-0.2281,0.0014,0.00,0.1289
Cortinarius,-3.1761,-0.2281,0.0375,0.00,0.1289
Cortinarius,-3.2109,-0.2281,0.0332,0.00,0.1289
Cortinarius,-3.1709,-0.2281,-0.1364,0.00,0.1289
Cortinarius,-3.1509,-0.2281,-0.1002,0.00,0.1289
Cortinarius,-3.1857,-0.2281,-0.1045,0.00,0.1289
Cortinarius,-3.1863,-0.2281,-0.2260,0.00,0.1289
Cortinarius,-3.1516,-0.2281,-0.2218,0.00,0.1289
Cortinarius,-3.1715,-0.2281,-0.2579,0.00,0.1289
Cortinarius,-2.5765,-0.2281,0.1278,0.00,0.1289
Cortinarius,-2.5565,-0.2281,0.1640,0.00,0.1289
Cortinarius,-2.5913,-0.2281,0.1597,0.00,0.1289
Cortinarius,-2.5765,-0.2281,0.1278,0.00,0.1289
Cortinarius,-2.5565,-0.2281,0.1640,0.00,0.1289
Cortinarius,-2.5913,-0.2281,0.1597,0.00,0.1289
Cortinarius,-2.5999,-0.2281,0.0014,0.00,0.1289
Cortinarius,-2.5799,-0.2281,0.0375,0.00,0.1289
Cortinarius,-2.6147,-0.2281,0.0332,0.00,0.1289
Cortinarius,-2.5747,-0.2281,-0.1364,0.00,0.1289
Cortinarius,-2.5548,-0.2281,-0.1002,0.00,0.1289
Cortinarius,-2.5895,-0.2281,-0.1045,0.00,0.1289
Cortinarius,-2.5902,-0.2281,-0.2260,0.00,0.1289
Cortinarius,-2.5554,-0.2281,-0.2218,0.00,0.1289
Cortinarius,-2.5753,-0.2281,-0.2579,0.00,0.1289
Cortinarius,-1.5076,-0.2281,0.1294,0.00,0.1289
Cortinarius,-1.5224,-0.2281,0.1612,0.00,0.1289
Cortinarius,-1.4876,-0.2281,0.1655,0.00,0.1289
Cortinarius,-1.6728,-0.2281,-0.2495,0.00,0.1289
Cortinarius,-1.6380,-0.2281,-0.2452,0.00,0.1289
Cortinarius,-1.6579,-0.2281,-0.2814,0.00,0.1289
Cortinarius,-1.6728,-0.2281,-0.2495,0.00,0.1289
Cortinarius,-1.6380,-0.2281,-0.2452,0.00,0.1289
Cortinarius,-1.6579,-0.2281,-0.2814,0.00,0.1289
Cortinarius,-1.3865,-0.2281,-0.1913,0.00,0.1289
Cortinarius,-1.3517,-0.2281,-0.1870,0.00,0.1289
